Sentence,Label
Appellants sought a new trial on the ground of newly discovered evidence and alleged in the motion that subsequent to the trial they had discovered evidence that the door leading into the room occupied by the deceased and her husband at the hotel was never damaged which was contrary to the testimony of the State's witnesses that on the night in question the appellants entered the room by kicking and breaking the door panel.,Facts
"They testified that the screen door to the hallway was held closed by a spring and, further, that some time thereafter they identified appellant in a police lineup.",Facts
"There are no formal or informal bills of exception, and no brief has been filed on behalf of the appellant-",Facts
He just kept going like that.,Facts
"Under such circumstances, the presumption will be indulged that the proper transfer was made.",Rule/Law/Holding
A careful reexamination of the statement of facts reveals that such an instruction was given in response to a request by appellant's counsel.,Facts
"The state's evidence shows that on April 7, 1961, the date alleged in the indictment, Federal Narcotic Agent John E. Sherman, upon being informed that narcotics could be purchased at a certain address in the city of Houston, drove to the corner of Rosalie and Dowling Streets in company with an informer.",Facts
"This was denied, and appellant then asked the court to instruct the prosecutor to turn the statement over to the court reporter so that it might be incorporated into the record as a part of his bill of exception ""* * * so the appellate court",Facts
"There being no statement of facts, we are not apprised of the contents or form of the indictments.",Analysis
"Remarks of counsel for the state during the introduction of evidence complained of should not have been made, but in view of the evidence are not deemed of such prejudicial nature as to warrant reversal.",Analysis
"The weapon, a doubled cable bound with tape, does not taper at one end as a whip, and therefore would not be properly usable to discipline animals.",Analysis
Mrs. Jackson informed the appellant that Doris was going home with her.,Facts
"At this time, the temperature was 4 degrees below zero.",Facts
Nor do we agree that no error is shown because the record fails to reflect that the statement was not res gestae.,Analysis
I think the boy would have some disability.,Analysis
